feature1,feature2,feature3,target
3.745401188473625,0.9256646441930982,5.234113674718119,17.824462459259376
9.50714306409916,2.7095047368917906,4.939575981439996,37.64423855595446
7.319939418114051,4.364729179382041,18.125091610420732,41.11896106471756
5.986584841970366,3.661124432047806,4.990923996990122,25.0455539661007
1.5601864044243652,4.032805739307249,5.43899452257262,17.889555923946705
1.5599452033620265,3.293916833553587,15.187965248359275,19.384152963840602
0.5808361216819946,3.4613828225892624,8.9947968490108,12.424118156237503
8.661761457749352,4.2459782578265965,15.534211139103624,42.53112339313756
6.011150117432088,1.2483400442959298,1.3073231512877048,17.631321550735336
7.080725777960454,2.4471248182157024,9.751423873467687,31.829444530007954
0.20584494295802447,1.1060472090980111,0.6722720036656527,1.1070222325387786
9.699098521619943,4.938340039983235,1.2530640691070905,36.89516710769278
8.324426408004218,4.720296698433066,18.12874906688822,40.43352878188711
2.1233911067827616,0.1971340568425295,2.7849074223519033,10.382271895189145
1.8182496720710062,3.5278758625784423,10.648413645504341,16.576180776736496
1.8340450985343382,4.626241587078329,8.221912052014131,21.93302991559974
3.0424224295953772,0.9028767256366677,6.946866525176853,13.334851076543298
5.247564316322379,2.839726152763147,17.99666691374545,27.00576279618026
4.319450186421157,4.577441487940209,0.43646793550979,20.098418623001468
2.9122914019804194,0.1697298929289942,13.275793723511782,18.185854093569016
6.118528947223795,3.4871013362341996,19.267888684271007,34.65193750040195
1.3949386065204183,1.4867450368627537,11.20336366923684,11.66341313492398
2.9214464853521815,4.621980976882652,18.736449240661837,27.696562481858344
3.663618432936917,4.855291225826839,1.0451575857204753,22.227582015659756
4.56069984217036,4.721332445567169,8.375866381483227,29.54749524019195
7.851759613930136,2.371071083287319,5.203155819241023,33.795997377771414
1.9967378215835974,4.310213254946567,14.616419299614595,21.199312332873056
5.142344384136116,4.222746992675352,19.625941809944933,31.03340267056744
5.924145688620425,1.5955023662162782,5.130601248884956,22.70181210048976
0.46450412719997725,4.144577370753387,13.083492029481489,16.74497415101322
6.075448519014383,0.1850381735774631,3.9619526551948026,18.649880379374252
1.7052412368729153,2.981349392410265,11.306605091432198,14.81742321136529
0.6505159298527952,1.1500441864385151,9.278649733766724,9.578536792418548
9.488855372533333,0.602834428886394,19.44010659263074,39.29498356854726
9.656320330745594,0.3847660081460458,12.170545453929332,35.88935972631671
8.08397348116461,3.4814438793906985,6.990127441736376,33.19288125374328
3.0461376917337066,1.6993748188403308,2.2819156977586674,13.21731913334958
0.9767211400638387,3.6238338576438074,3.024936574698691,9.84183313429187
6.842330265121569,0.32678170399471185,4.506338599024701,25.214120325116056
4.4015249373960135,1.5764516891530516,5.01933322680596,20.93764347334463
1.2203823484477883,2.697456461876686,17.012321156822757,13.869844823031928
4.951769101112702,3.953615824194818,11.224455765650498,26.51574511416817
0.34388521115218396,1.5937625146603496,10.467818227487328,6.460031266340757
9.093204020787821,3.1294568821850453,2.2953774373843494,33.38616667661193
2.587799816000169,4.429888741180935,17.2027938669887,25.057697924276006
6.62522284353982,3.0793159409115227,14.456286064169674,30.363153005130282
3.1171107608941098,1.164797373768169,1.3533672380000317,10.513891022968055
5.200680211778108,0.1220039077826901,14.156701944595373,20.916484679034397
5.4671027934327965,4.350494369504649,10.870764346852921,30.952213951532034
1.8485445552552704,0.10634705425193569,1.634506914935565,6.714269905809966
9.695846277645586,4.3735083634209975,9.166012830573129,40.974086868390806
7.7513282336111455,2.64468567013606,9.693925742600939,33.74396065668482
9.394989415641891,4.695338492564481,3.315490803265515,38.14003046451287
8.948273504276488,3.993916178868327,18.913962940005646,43.746324119916835
5.978999788110851,4.989670552666688,16.99950742961324,39.76299836506962
9.218742350231167,1.7535590772585508,13.380446746582166,40.534490682082385
0.884925020519195,3.8359414446556346,9.245911220012143,12.35045108701973
1.959828624191452,2.009654568046211,8.235310831690171,15.675915260270212
0.45227288910538066,2.3993781015195443,13.019469343019082,14.288102650847957
3.2533033076326436,3.1375273160918504,10.908637388138109,19.19275667164545
3.8867728968948203,4.368385570931694,1.2454621176377123,22.657376178876426
2.713490317738959,4.9204173459964755,10.250052975406634,26.182195969738252
8.287375091519294,3.841367069322591,16.12807234465679,38.36380597304263
3.567533266935893,2.088833910836669,9.18479755193916,17.637660756422072
2.8093450968738076,2.106785011385351,1.0391315510853683,15.196494022621813
5.426960831582485,3.6879115079444573,15.725563987680662,32.062478126128
1.4092422497476265,1.1938857288415117,4.027275642719488,9.732088578764692
8.021969807540398,0.5523705656569733,5.1724166977607755,28.43803733561652
0.7455064367977082,1.7731107882038826,3.294127068645918,8.211196262980138
9.868869366005173,1.4361949582704088,6.60430129742995,33.128204406649154
7.722447692966574,1.4815406022799504,15.1350301137727,35.792574753588866
1.987156815341724,1.1680387552495497,10.387717190078746,15.830586536419194
0.05522117123602399,0.21046594818180941,4.097625483014252,2.176626663442761
8.154614284548341,0.08936967366706905,17.556601563040818,33.33392908287185
7.068573438476172,4.938611948680157,17.591637099030585,36.81654775719267
7.2900716804098735,2.138865668679312,17.41156850092014,35.88224014108398
7.712703466859457,1.9216332357984083,4.775924227630785,30.513453869418868
0.7404465173409036,3.3982364134653493,9.024786883619761,13.405823786764667
3.5846572854427263,1.0912694393253208,19.699793122817503,25.035114016128578
1.1586905952512971,4.749805919751127,15.440249526199807,20.02765392639617
8.631034258755935,3.9317250720777603,0.5433484245111964,35.157438984466125
6.232981268275579,0.44705501156129757,1.304091825209841,18.205771063170022
3.308980248526492,2.087903878924642,9.278627536246656,18.69495796980361
0.6355835028602363,4.395591537810823,18.184404117231203,19.441427127012286
3.109823217156622,4.723660111457051,10.774035959054284,24.614423697992994
